date,productId,label,subTypeName,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,qty,costBasis
2026-08-27,672397,Perfect Order Booster Bundle Case,Normal,949.99,967.69,1100,918.86,,0,
2026-08-27,672398,Perfect Order Booster Pack,Normal,4.44,6,25,5.56,,0,
2026-08-27,672399,Perfect Order Booster Pack Art Bundle [Set of 4],Normal,22.99,29.99,69,26.42,,0,
2026-08-27,672401,Perfect Order Elite Trainer Box,Normal,57.98,79.99,9999,71.06,,0,
2026-08-27,672402,Perfect Order Elite Trainer Box Case,Normal,699.99,789.49,1299.99,656.61,,0,
2026-08-27,672404,Perfect Order Pokemon Center Elite Trainer Box,Normal,118,149.97,180910.96,121.08,,0,
2026-08-27,668541,Ascended Heroes Booster Bundle,Normal,78.85,94.99,9999,86.85,,0,
2026-08-27,681339,Ascended Heroes Booster Bundle Case,Normal,2248.99,2399.99,99999.99,2171.95,,0,
2026-08-27,692362,Ascended Heroes Booster Bundle Display,Normal,1800,2254.99,4000,2254.99,,0,
2026-08-27,672434,Ascended Heroes Booster Pack,Normal,12.5,14.56,30,13.88,,0,
2026-08-27,668496,Ascended Heroes Elite Trainer Box,Normal,154,180,555,162.38,,0,
2026-08-27,679558,Ascended Heroes Elite Trainer Box Case,Normal,1645,1899.99,5000,1737.99,,0,
2026-08-27,672392,Ascended Heroes First Partners Deluxe Pin Collection Case,Normal,400,499.1,999,434.92,,0,
2026-08-27,672737,Ascended Heroes Mega ex Boxes Case,Normal,325.98,399.94,560,362.05,,0,
2026-08-27,689031,Ascended Heroes Mini Tin Display Case,Normal,1259.95,1299.99,1999.95,1269.74,,0,
2026-08-27,668497,Ascended Heroes Pokemon Center Elite Trainer Box (Exclusive),Normal,400,499.98,5000,413.56,,0,
2026-08-27,702501,Ascended Heroes Tin Case,Normal,405.5,421.95,459.96,378.47,,0,
2026-08-27,685195,Mega Evolution: Ascended Heroes Collection case,Normal,715,799.99,1340,694.6,,0,
2026-08-27,681333,Mega Evolution: Ascended Heroes Tech Sticker Collection Case,Normal,745,764.95,1200,634.33,,0,
2026-08-27,685000,Premium Poster Collection Case,Normal,973,1075.56,1755,973.25,,0,
2026-08-27,685215,Phantasmal Flames 3-Pack Blister Case,Normal,1400,1470,1499.99,,,0,
2026-08-27,654137,Phantasmal Flames Booster Box,Normal,394.89,461.49,1000,394.47,,0,
2026-08-27,655281,Phantasmal Flames Booster Box Case,Normal,2220,2572.47,17999,2578.03,,0,
2026-08-27,654160,Phantasmal Flames Booster Bundle,Normal,75,89.5,450,81.01,,0,
2026-08-27,654162,Phantasmal Flames Booster Bundle Case,Normal,2399.99,2419.98,2750,1550,,0,
2026-08-27,654144,Phantasmal Flames Booster Pack,Normal,5,11.75,21.98,11.58,,0,
2026-08-27,654174,Phantasmal Flames Booster Pack Art Bundle [Set of 4],Normal,44.98,48.22,90,47.35,,0,
2026-08-27,654136,Phantasmal Flames Elite Trainer Box,Normal,149.33,169.99,500,152.68,,0,
2026-08-27,654170,Phantasmal Flames Elite Trainer Box Case,Normal,1514.99,1599.97,2399.99,1434.08,,0,
2026-08-27,654135,Phantasmal Flames Pokemon Center Elite Trainer Box (Exclusive),Normal,275,341.97,5000,288.09,,0,
2026-08-27,644298,Mega Evolution Booster Box,Normal,301,330,539,325.93,,0,
2026-08-27,644731,Mega Evolution Booster Box Case,Normal,1900,1994.99,3000,1835.97,,0,
2026-08-27,644362,Mega Evolution Booster Bundle,Normal,58.98,70.19,222,63.62,,0,
2026-08-27,644730,Mega Evolution Booster Bundle Case,Normal,1220,1739,1750,1175.42,,0,
2026-08-27,644352,Mega Evolution Booster Pack,Normal,6.64,8.65,20,8.01,,0,
2026-08-27,657875,Mega Evolution Booster Pack Art Bundle [Set of 4],Normal,30,38.75,43.99,35.06,,0,
2026-08-27,644279,Mega Evolution Elite Trainer Box [Mega Gardevoir],Normal,99.99,129.99,399.99,115.84,,0,
2026-08-27,648394,Mega Evolution Elite Trainer Box [Mega Lucario],Normal,118.74,147,399.99,122.29,,0,
2026-08-27,644727,Mega Evolution Elite Trainer Box Case,Normal,1164.95,1445,1500,1034.1,,0,
2026-08-27,644300,Mega Evolution Enhanced Booster Box,Normal,296.01,341.94,999,303.62,,0,
2026-08-27,646173,Mega Evolution Enhanced Booster Case,Normal,1760,2000,10000,1838.76,,0,
2026-08-27,648415,Mega Evolution Pokemon Center Elite Trainer Box (Exclusive) [Mega Gardevoir],Normal,179.01,230,1999,207.53,,0,
2026-08-27,644282,Mega Evolution Pokemon Center Elite Trainer Box (Exclusive) [Mega Lucario],Normal,222,269.99,1999,231.85,,0,
2026-08-27,635011,Prismatic Evolution Booster Bundle Display Case,Normal,13000,13000,13000,,,0,
2026-08-27,620024,Prismatic Evolutions 2-Pack Blister Case,Normal,880,989.48,20000,830.79,,0,
2026-08-27,629828,Prismatic Evolutions Accessory Pouch Special Collection Case,Normal,475,797.5,1195.95,328,,0,
2026-08-27,600518,Prismatic Evolutions Booster Bundle,Normal,80,100,4000,88.86,,0,
2026-08-27,678555,Prismatic Evolutions Booster Bundle + Surprise Box Bundle (Sam's Club),Normal,133.95,162.5,500,149.18,,0,
2026-08-27,615027,Prismatic Evolutions Booster Bundle Case,Normal,2220,2500,3499.95,2321.6,,0,
2026-08-27,610317,Prismatic Evolutions Booster Bundle Display,Normal,1899.99,2055,3669.69,1760.22,,0,
2026-08-27,593294,Prismatic Evolutions Booster Pack,Normal,13.99,15.99,124.8,14.89,,0,
2026-08-27,617823,Prismatic Evolutions Booster Pack Art Bundle [Set of 4],Normal,58.87,60.49,94.99,59.6,,0,
2026-08-27,593355,Prismatic Evolutions Elite Trainer Box,Normal,154.99,195,1719.5,160.56,,0,
2026-08-27,670607,Prismatic Evolutions Elite Trainer Box (Dollar General Exclusive),Normal,195,200,336,200.65,,0,
2026-08-27,598487,Prismatic Evolutions Elite Trainer Box Case,Normal,1814,2499.99,4000,1881.76,,0,
2026-08-27,670608,Prismatic Evolutions Elite Trainer Box Case (Dollar General Exclusive),Normal,1500,1750,2000,,,0,
2026-08-27,614356,Prismatic Evolutions Mini Tin Display Case,Normal,1085,1130.56,1250,909.31,,0,
2026-08-27,593324,Prismatic Evolutions Pokemon Center Elite Trainer Box (Exclusive),Normal,425,550,9999,442.86,,0,
2026-08-27,600697,Prismatic Evolutions Pokemon Center Elite Trainer Box (Exclusive) Case,Normal,2659.69,3999.99,20000,2718.46,,0,
2026-08-27,598486,Prismatic Evolutions Poster Collection Case,Normal,234,250,350,248.54,,0,
2026-08-27,650804,Prismatic Evolutions Premium Figure Collection Case,Normal,1300,1725,2120,1314.96,,0,
2026-08-27,622770,Prismatic Evolutions Super-Premium Collection,Normal,252.95,330.88,1499.99,254.22,,0,
2026-08-27,638058,Prismatic Evolutions Super-Premium Collection Case,Normal,1169.99,1478.76,5000,1287.01,,0,
2026-08-27,598470,Prismatic Evolutions Surprise Box Case,Normal,434.99,515.58,800,404.72,,0,
2026-08-27,598489,Prismatic Evolutions Tech Sticker Collection Case,Normal,599.99,600,900,462.63,,0,
